SessionID,TreatmentNumber,Table,Period,Subject,ClientNumber,LastClientNumber,Group,Profit,TotalProfit,Participate,LeaveStage,EVAlgorithm,PrefAlgorithm,AlgorithmChoice,ProlificID,Captcha5,Consent,BotCheck2,BotCheck1,BotCheck1x,BotCheck1y,Delegate,Option,StartTimeOfExperiment,TimeOKWelcomeOK,TimeOKCaptcha1OK,TimeOKOutOK,TimeContinueOverview1OK,TimeConfirmOverview2OK,TimeOKOut2OK,BotCheck1attempt,BotWarning,TimeOKBotCheck2OK,TimeOKOut3OK,TimeContinueInstructionsPart1aOK,TimeContinueInstructionsPart1bOK,TimeContinueInstructionsPart1cOK,CompQ205,CompQ10,CompQ3,auxPage,TimeNextComprehensionQsOK,TimeBackComprehensionQsOK,TimeContinueComprehensionQsOK,Part1CQsPassedOnAttempt,CompQ3a,CompQ205a,CompQ10a,TimeOKComprehensionQsReplayOK,TimeNextComprehensionQsReplayOK,TimeBackComprehensionQsReplayOK,Screen,Warning,i,OptionsetID,OrderNumber,Up,Confident,TimeOKPart1OK,TimeNextPart1OK,ConfidentPart1,SatisfiedPart1,TimeOKInstructionsPart2aOK,TimeContinueInstructionsPart2bOK,TimeContinueInstructionsPart2cOK,TimeContinueInstructionsPart2dOK,CompQ1,CompQ2,CompQ1b,CompQ0,TimeNextComprehensionQsP2OK,TimeBackComprehensionQsP2OK,TimeContinueComprehensionQsP2OK,Part2CQsPassedOnAttempt,CompQ1a,CompQ2a,CompQ1ba,CompQ0a,TimeNextComprehensionQsP2ReplayOK,TimeBackComprehensionQsP2ReplayOK,TimeContinueComprehensionQsP2ReplayOK,TimeContinueIntroPart2OK,NthDecision,TimedOutDelegationChoice,TimedOutOptionChoice,SatisfactionRating,l,aux_switch1,DelegateA[1],DelegateA[2],DelegateA[3],DelegateA[4],DelegateA[5],DelegateA[6],DelegateA[7],DelegateA[8],TimedOutOptionChoiceA[1],TimedOutOptionChoiceA[2],TimedOutOptionChoiceA[3],TimedOutOptionChoiceA[4],TimedOutOptionChoiceA[5],TimedOutOptionChoiceA[6],TimedOutOptionChoiceA[7],TimedOutOptionChoiceA[8],OptionsetIDA[1],OptionsetIDA[2],OptionsetIDA[3],OptionsetIDA[4],OptionsetIDA[5],OptionsetIDA[6],OptionsetIDA[7],OptionsetIDA[8],OptionA[1],OptionA[2],OptionA[3],OptionA[4],OptionA[5],OptionA[6],OptionA[7],OptionA[8],TimedOutOptionChocie,auxSwitch,TimeContinuePart2OK,TimeOKPart2OK,DelegateHyp10,TimeNextHypothetic10OK,ProbOfBadComputerChoices,ProbOfAbsurdComputerChoices,ComputerRiskTaking,TimeNextReasonsForHypDelegationChoiceOK,DontTrust,BetterJob,HowExactly,MoreInfo,Responsibility4Choice,Responsibility4Outcome,DislikeRelyingOn,Reactance2Analysis,PerformanceCuriosity,Tedious,Other,OtherText,TimeNextReasonsForHypDelegationChoice2OK,RiskTaking,FinMarketExperience,FinanciallyResponsible,AIXperience,TimeNextQaire1OK,Female,Age,Education,HHIncome,TimeNextQaire2OK,Reliable,AIUsageInStudy,TimeNextQaire3OK,AIWasUsed4,TimeNextQaire3aOK,Manx,TimeNextQaire4FALSEOK,RandomPeriod,RelevantPayoff,Feedback,TimeProceedTHANKYOUOK,TotalSecondsInExperiment
260206_1528,55,subjects,1,1,27,0,1,0,0,1,0,0,1,0,5d48c3371bf808001c396355,5,1,2,-1,50.5263157894737,-0.0220994475138122,-1,-1,0,99999,99999,0,99999,99999,0,1,0,99999,0,99999,99999,99999,205,10,3,1,99999,0,99999,1,-99,-99,-99,0,0,0,0,-99,9,0,1,0,9,99999,99999,-99,6,99999,99999,99999,99999,1,2,1,0,99999,0,99999,1,-99,-99,-99,-99,0,0,0,99999,9,1,0,-99,18,-99,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,2,6,8,1,3,5,7,4,7,2,3,8,2,8,4,8,1,-99,99999,99999,1,99999,3,1,3,99999,0,1,0,0,1,1,0,0,1,1,0,,99999,6,2,1,2,99999,0,26,1,45,99999,7,0,99999,,0,,0,8,0,,99999,0
260206_1528,57,subjects,1,1,28,0,1,0,0,1,0,1,0,0,669b9cae8f4c91285f2219d7,5,1,2,-1,48.6186845381181,-0.00724637681159418,-1,-1,0,99999,99999,0,99999,99999,0,1,0,99999,0,99999,99999,99999,205,10,2,2,99999,0,99999,2,3,205,10,99999,99999,0,0,-99,9,0,2,0,4,99999,99999,-99,3,99999,99999,99999,99999,1,1,8,0,99999,0,99999,0,1,0,8,0,99999,0,99999,99999,9,1,0,-99,18,-99,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,5,3,7,8,1,2,4,6,8,2,5,4,5,5,7,5,1,-99,99999,99999,1,99999,5,0,2,99999,1,1,0,0,0,0,0,0,1,1,0,,99999,3,3,1,1,99999,1,68,5,55,99999,7,0,99999,,0,,0,7,0,,99999,0
260206_1528,59,subjects,1,1,29,0,1,0,0,1,0,1,0,0,5fb344483d8b23a8d2d106ca,5,1,2,-1,49.0486163566126,0.0028980642125227,-1,-1,0,99999,99999,0,99999,99999,0,1,0,99999,0,99999,99999,99999,205,5,3,2,99999,0,99999,2,3,205,10,99999,99999,0,0,-99,9,0,2,0,10,99999,99999,-99,9,99999,99999,99999,99999,1,1,1,0,99999,0,99999,2,1,2,1,0,99999,0,99999,99999,9,1,0,-99,18,-99,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,7,3,1,2,8,4,6,5,4,2,4,2,4,4,6,1,1,-99,99999,99999,0,99999,5,0,8,99999,0,1,0,1,0,0,0,0,0,0,1,I wanted to reduce variance my choosing options with fewest 0 outcomes. The computer's average method could end up choosing options with high payout if win but higher risk of getting 0.,99999,5,8,10,10,99999,0,31,2,35,99999,7,0,99999,,0,,0,4,235,None,99999,0
260206_1528,61,subjects,1,1,30,0,1,0,0,1,0,1,0,0,5d52b9b351ffbf00019fc578,5,1,2,-1,49.7791224888393,-0.00724637681159418,-1,-1,0,99999,99999,0,99999,99999,0,1,0,99999,0,99999,99999,99999,205,10,3,2,99999,0,99999,1,-99,-99,-99,0,0,0,0,-99,9,0,2,0,7,99999,99999,-99,7,99999,99999,99999,99999,1,1,1,0,99999,0,99999,2,1,2,1,0,99999,0,99999,99999,9,1,0,-99,18,-99,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,8,7,1,2,5,6,4,2,5,4,6,4,5,4,8,1,-99,99999,99999,0,99999,7,5,3,99999,1,1,1,1,1,0,0,0,1,0,0,,99999,1,0,3,1,99999,1,52,1,-1,99999,7,0,99999,,0,,0,8,0,No,99999,0
260206_1528,63,subjects,1,1,31,0,1,0,0,1,0,1,0,0,6304db4577830d43f42d4d26,5,1,2,-1,47.5918794014085,-0.0126262626262627,-1,-1,0,99999,99999,0,99999,99999,0,1,0,99999,0,99999,99999,99999,205,10,3,1,99999,0,99999,1,-99,-99,-99,0,0,0,0,-99,9,0,1,1,5,99999,99999,-99,7,99999,99999,99999,99999,1,2,1,0,99999,0,99999,1,-99,-99,-99,-99,0,0,0,99999,9,1,0,-99,18,-99,1,1,-1,1,1,1,1,1,0,0,0,0,0,0,0,0,5,1,6,3,4,2,8,7,8,3,-1,2,8,5,4,4,1,-99,99999,99999,1,99999,5,3,7,99999,0,1,0,0,1,1,0,0,1,0,0,,99999,8,1,3,8,99999,0,28,3,15,99999,7,0,99999,,0,,0,8,0,,99999,0
260206_1528,67,subjects,1,1,33,0,1,0,0,1,0,0,1,0,5ce65aa96ad4e50001097566,5,1,2,-1,51.6278138807725,0.0107477361505682,-1,-1,0,99999,99999,0,99999,99999,0,1,0,99999,0,99999,99999,99999,205,10,3,2,99999,0,99999,1,-99,-99,-99,0,0,0,0,-99,9,0,2,1,8,99999,99999,-99,9,99999,99999,99999,99999,1,2,8,0,99999,0,99999,0,1,1,1,0,99999,0,99999,99999,9,1,0,-99,18,-99,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,2,4,7,5,6,8,3,1,7,4,4,5,5,4,7,6,1,0,99999,99999,1,99999,5,1,8,99999,0,1,0,0,0,0,0,0,0,0,0,,99999,3,7,10,4,99999,0,56,4,15,99999,7,0,99999,,0,,0,8,225,,99999,0
260206_1528,69,subjects,1,1,34,0,1,0,0,1,0,1,0,0,5cdd4befd3651c001950e539,5,1,2,-1,49.8330973045619,0.0199275330035356,-1,-1,0,99999,99999,0,99999,99999,0,1,0,99999,0,99999,99999,99999,205,10,3,1,99999,0,99999,1,-99,-99,-99,0,0,0,0,-99,9,0,2,0,5,99999,99999,-99,10,99999,99999,99999,99999,1,2,1,0,99999,0,99999,1,-99,-99,-99,-99,0,0,0,99999,9,1,0,-99,18,-99,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,3,2,7,8,1,5,4,5,2,4,4,6,6,5,8,1,-99,99999,99999,0,99999,5,0,8,99999,0,0,0,0,1,0,0,0,0,0,0,,99999,2,0,5,1,99999,1,60,2,85,99999,7,0,99999,,0,,0,4,320,,99999,0
260206_1528,71,subjects,1,1,35,0,1,0,0,1,0,1,0,0,66929bbddece52b3d6569339,5,1,2,-1,50.9195402298851,-0.00526315789473686,-1,-1,0,99999,99999,0,99999,99999,0,1,0,99999,0,99999,99999,99999,205,10,4,2,99999,0,99999,2,3,205,10,99999,99999,0,0,-99,9,0,2,1,8,99999,99999,-99,8,99999,99999,99999,99999,1,1,1,0,99999,0,99999,0,1,0,1,0,99999,0,99999,99999,9,1,0,-99,18,-99,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,7,5,3,8,1,6,4,2,4,5,2,4,3,5,8,5,1,-99,99999,99999,1,99999,8,2,5,99999,0,1,0,0,0,1,0,0,0,0,0,,99999,7,2,10,5,99999,0,42,3,35,99999,7,0,99999,,0,,0,1,0,,99999,0
260206_1528,73,subjects,1,1,36,0,1,0,0,1,0,1,0,0,680e1b9a36b987121bbc9c9a,5,1,2,-1,50.4120879120879,-0.0251701510682398,-1,-1,0,99999,99999,0,99999,99999,0,1,0,99999,0,99999,99999,99999,205,10,3,1,99999,0,99999,1,-99,-99,-99,0,0,0,0,-99,9,0,1,0,8,99999,99999,-99,6,99999,99999,99999,99999,1,2,1,0,99999,0,99999,1,-99,-99,-99,-99,0,0,0,99999,9,1,0,-99,18,-99,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7,1,4,5,2,3,6,8,4,3,8,1,7,3,5,6,1,-99,99999,99999,0,99999,7,1,10,99999,1,0,0,0,0,0,0,0,0,0,0,,99999,2,0,0,4,99999,1,51,4,65,99999,7,0,99999,,0,,0,4,235,,99999,0
260206_1528,75,subjects,1,1,37,0,1,0,0,1,0,0,1,0,5db8a8b7b41c4a000ea7afee,5,1,2,-1,51.5789473684211,-0.014367816091954,-1,-1,0,99999,99999,0,99999,99999,0,1,0,99999,0,99999,99999,99999,205,10,3,2,99999,0,99999,1,-99,-99,-99,0,0,0,0,-99,9,0,1,0,8,99999,99999,-99,8,99999,99999,99999,99999,1,2,8,0,99999,0,99999,2,1,2,1,0,99999,0,99999,99999,9,1,0,-99,18,-99,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,5,3,4,8,2,6,7,3,8,-1,8,4,7,5,4,1,0,99999,99999,1,99999,5,5,3,99999,0,0,0,0,1,0,0,0,0,0,0,,99999,1,4,8,0,99999,1,30,4,65,99999,6,0,99999,,0,,0,1,525,5 seconds not enough time to look at all the options to make a decision,99999,0
260206_1528,77,subjects,1,1,38,0,1,0,0,1,0,1,0,0,5f27f6a0e13d4e05d048335f,5,1,2,-1,52.8421052631579,0.0109289617486339,-1,-1,0,99999,99999,0,99999,99999,0,1,0,99999,0,99999,99999,99999,205,10,3,1,99999,0,99999,1,-99,-99,-99,0,0,0,0,-99,9,0,1,0,10,99999,99999,-99,8,99999,99999,99999,99999,1,2,1,0,99999,0,99999,1,-99,-99,-99,-99,0,0,0,99999,9,1,0,-99,18,-99,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,5,1,6,2,3,8,4,7,8,3,5,5,2,4,8,4,1,0,99999,99999,1,99999,0,0,1,99999,0,1,0,0,0,0,0,0,0,0,1,Not enough time to work out the best option myself.,99999,4,3,10,4,99999,0,54,4,45,99999,7,0,99999,,0,,0,2,0,None.,99999,0
260206_1528,79,subjects,1,1,39,0,1,0,0,1,0,1,0,0,594ea461c6a70f00010aaa8d,5,1,2,-1,54.4520925110132,-0.00282485875706212,-1,-1,0,99999,99999,0,99999,99999,0,1,0,99999,0,99999,99999,99999,205,10,3,1,99999,0,99999,1,-99,-99,-99,0,0,0,0,-99,9,0,1,0,8,99999,99999,-99,6,99999,99999,99999,99999,1,2,1,0,99999,0,99999,1,-99,-99,-99,-99,0,0,0,99999,9,1,0,-99,18,-99,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,8,5,1,6,4,3,7,2,4,5,5,5,8,2,4,5,1,-99,99999,99999,1,99999,6,1,2,99999,0,1,0,0,0,0,1,0,0,0,0,,99999,0,4,4,6,99999,1,57,4,85,99999,7,0,99999,,0,,0,6,625,,99999,0
260206_1528,81,subjects,1,1,40,0,1,0,0,1,0,0,1,0,64a9858be9b52e570ffb3c1e,5,1,2,-1,47.0526315789474,-0.0109289617486339,-1,-1,0,99999,99999,0,99999,99999,0,1,0,99999,0,99999,99999,99999,205,10,3,1,99999,0,99999,1,-99,-99,-99,0,0,0,0,-99,9,0,1,1,6,99999,99999,-99,9,99999,99999,99999,99999,1,2,1,0,99999,0,99999,1,-99,-99,-99,-99,0,0,0,99999,9,1,0,-99,18,-99,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,3,5,1,6,8,2,4,7,8,8,4,2,4,5,8,4,1,-99,99999,99999,1,99999,5,0,10,99999,0,1,0,0,0,0,0,0,1,0,0,,99999,9,1,5,10,99999,1,68,2,15,99999,7,0,99999,,0,,0,6,0,,99999,0
260206_1528,83,subjects,1,1,41,0,1,0,0,1,0,0,1,0,66b23e1a82f20f59115e2255,5,1,2,-1,52.2552877759177,0.00564988992981996,-1,-1,0,99999,99999,0,99999,99999,0,1,0,99999,0,99999,99999,99999,205,10,3,2,99999,0,99999,1,-99,-99,-99,0,0,0,0,-99,9,0,2,0,9,99999,99999,-99,9,99999,99999,99999,99999,1,2,8,0,99999,0,99999,0,1,1,1,0,99999,0,99999,99999,9,1,0,-99,18,-99,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,6,4,2,5,3,7,8,3,5,8,5,8,2,4,4,1,0,99999,99999,1,99999,0,0,3,99999,0,1,0,0,0,0,0,0,0,0,0,Not enough time to do it properly myself,99999,1,0,4,2,99999,0,60,6,-1,99999,6,0,99999,,0,,0,7,320,,99999,0
260206_1528,85,subjects,1,1,42,0,1,0,0,1,0,1,0,0,65fbec18b9660955d6a93adf,5,1,2,-1,52.7368421052632,-0.00268817204301075,-1,-1,0,99999,99999,0,99999,99999,0,1,0,99999,0,99999,99999,99999,205,10,3,2,99999,0,99999,1,-99,-99,-99,0,0,0,0,-99,9,0,1,1,7,99999,99999,-99,9,99999,99999,99999,99999,1,1,8,0,99999,0,99999,0,1,1,1,0,99999,0,99999,99999,9,1,0,-99,18,-99,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,8,4,5,1,6,7,3,4,2,8,5,6,5,5,2,1,-99,99999,99999,0,99999,5,3,1,99999,0,1,1,0,1,0,1,0,1,0,0,,99999,9,9,0,1,99999,0,29,3,85,99999,7,0,99999,,0,,0,2,390,,99999,0
260206_1528,87,subjects,1,1,43,0,1,0,0,1,0,0,1,0,5c62de3f48fe4e000180e09d,5,1,2,-1,50.5952380952381,-0.00624999999999998,-1,-1,0,99999,99999,0,99999,99999,0,1,0,99999,0,99999,99999,99999,205,10,3,2,99999,0,99999,1,-99,-99,-99,0,0,0,0,-99,9,0,1,0,7,99999,99999,-99,4,99999,99999,99999,99999,1,1,1,0,99999,0,99999,0,1,1,8,0,99999,0,99999,99999,9,1,0,-99,18,-99,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,3,5,2,4,7,8,1,6,2,8,7,8,4,4,6,5,1,0,99999,99999,1,99999,1,0,2,99999,1,0,0,0,1,0,0,0,0,0,1,I didn't like the time pressure - it didn't feel like long enough. ,99999,1,0,5,4,99999,1,50,2,35,99999,7,0,99999,,0,,0,1,525,,99999,0
260206_1528,89,subjects,1,1,44,0,1,0,0,1,0,0,1,0,57c426fa9fe51d00012391f1,5,1,2,-1,51.6855083264803,-0.0165974543644832,-1,-1,0,99999,99999,0,99999,99999,0,1,0,99999,0,99999,99999,99999,205,10,3,1,99999,0,99999,1,-99,-99,-99,0,0,0,0,-99,9,0,2,1,6,99999,99999,-99,8,99999,99999,99999,99999,1,2,1,0,99999,0,99999,1,-99,-99,-99,-99,0,0,0,99999,9,1,0,-99,18,-99,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,2,6,8,3,5,1,4,8,7,5,1,5,2,5,1,-99,99999,99999,0,99999,5,2,1,99999,0,1,0,1,0,0,0,0,0,0,0,,99999,2,5,3,1,99999,1,61,6,15,99999,7,0,99999,,0,,0,5,390,,99999,0
260206_1528,91,subjects,1,1,45,0,1,0,0,1,0,0,1,0,6122b9ffce05d8e56860755a,5,1,2,-1,54.6493602362205,-0.00258152173913045,-1,-1,0,99999,99999,0,99999,99999,0,1,0,99999,0,99999,99999,99999,205,10,3,1,99999,0,99999,1,-99,-99,-99,0,0,0,0,-99,9,0,1,1,5,99999,99999,-99,8,99999,99999,99999,99999,1,2,1,0,99999,0,99999,1,-99,-99,-99,-99,0,0,0,99999,9,1,0,-99,18,-99,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,8,7,4,3,6,1,5,2,4,4,8,2,5,6,8,5,1,0,99999,99999,1,99999,1,1,6,99999,1,1,0,0,0,0,0,0,1,0,0,,99999,6,5,4,7,99999,1,45,3,45,99999,7,0,99999,,0,,0,7,235,,99999,0
260206_1528,93,subjects,1,1,46,0,1,0,0,1,0,1,0,0,5a7226d9f660ae0001a9a547,5,1,2,-1,51.3413292253521,0.0198609983766234,-1,-1,0,99999,99999,0,99999,99999,0,1,0,99999,0,99999,99999,99999,205,10,3,2,99999,0,99999,1,-99,-99,-99,0,0,0,0,-99,9,0,2,1,10,99999,99999,-99,10,99999,99999,99999,99999,0,1,1,0,99999,0,99999,0,0,1,8,0,99999,0,99999,99999,9,1,0,-99,18,-99,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,6,4,2,5,3,7,1,8,5,6,5,8,3,6,6,4,1,-99,99999,99999,1,99999,4,1,10,99999,0,1,0,0,0,0,0,0,0,0,0,,99999,0,0,0,0,99999,1,26,2,25,99999,7,0,99999,,0,,0,8,390,,99999,0
260206_1528,95,subjects,1,1,47,0,1,0,0,1,0,1,0,0,634d7250f674c11a71d1b88e,5,1,2,-1,48.6809908389585,-0.00155308734939758,-1,-1,0,99999,99999,0,99999,99999,0,1,0,99999,0,99999,99999,99999,205,10,3,1,99999,0,99999,1,-99,-99,-99,0,0,0,0,-99,9,0,2,1,8,99999,99999,-99,8,99999,99999,99999,99999,1,2,1,0,99999,0,99999,1,-99,-99,-99,-99,0,0,0,99999,9,1,0,-99,18,-99,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,5,8,3,2,1,6,4,6,8,8,-1,8,5,4,7,1,-99,99999,99999,0,99999,6,4,3,99999,0,1,0,0,1,0,0,0,1,0,0,,99999,9,7,8,9,99999,0,46,3,105,99999,7,0,99999,,0,,0,5,610,Good luck with the study,99999,0
260206_1528,97,subjects,1,1,48,0,1,0,0,1,0,0,1,0,6978c44bfdb386a298f23345,5,1,2,-1,50.4208846830986,0.0228665865384615,-1,-1,0,99999,99999,0,99999,99999,0,1,0,99999,0,99999,99999,99999,205,10,3,2,99999,0,99999,1,-99,-99,-99,0,0,0,0,-99,9,0,2,1,8,99999,99999,-99,7,99999,99999,99999,99999,0,1,8,0,99999,0,99999,0,0,2,8,0,99999,0,99999,99999,9,1,0,-99,18,-99,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6,8,1,5,4,7,3,2,5,4,6,8,1,4,7,8,1,-99,99999,99999,0,99999,3,6,1,99999,0,1,0,0,1,0,0,0,1,0,0,,99999,4,5,5,10,99999,1,34,6,105,99999,7,0,99999,,0,,0,6,0,"No, it was interesting",99999,0
260206_1528,99,subjects,1,1,49,0,1,0,0,1,0,0,1,0,677e7a411cbcd54ed0c8f545,5,1,2,-1,54.2247955070054,-0.0237209113069283,-1,-1,0,99999,99999,0,99999,99999,0,1,0,99999,0,99999,99999,99999,205,10,3,2,99999,0,99999,1,-99,-99,-99,0,0,0,0,-99,9,0,2,1,10,99999,99999,-99,8,99999,99999,99999,99999,1,1,1,0,99999,0,99999,2,1,2,1,0,99999,0,99999,99999,9,1,0,-99,18,-99,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,2,8,5,1,7,4,3,6,7,4,8,6,4,4,2,5,1,0,99999,99999,1,99999,1,1,1,99999,0,1,0,0,0,0,0,0,1,1,0,,99999,3,5,4,8,99999,0,61,5,95,99999,7,0,99999,,0,,0,5,0,,99999,0
260206_1528,101,subjects,1,1,50,0,1,0,0,1,0,1,0,0,67c83488e67b25dcb923d96d,3,-1,-1,-1,-1,-1,-1,-1,0,99999,99999,31,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,1,0,0,0,0,-99,-99,-99,0,0,0,1,-99,9,4,0,0,0,0,0,-99,-99,0,0,0,0,-99,-99,-99,-99,0,0,0,0,-99,-99,-99,-99,0,0,0,0,1,1,1,-99,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,-99,-99,0,,0,,0,6,-99,,0,0
260206_1528,101,subjects,1,1,50,0,1,0,0,1,1,1,0,0,67c83488e67b25dcb923d96d,3,-1,-1,-1,-1,-1,-1,-1,0,99999,99999,31,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,1,0,0,0,0,-99,-99,-99,0,0,0,1,-99,9,4,0,0,0,0,0,-99,-99,0,0,0,0,-99,-99,-99,-99,0,0,0,0,-99,-99,-99,-99,0,0,0,0,1,1,1,-99,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,-99,-99,0,,0,,0,6,-99,,0,0
260206_1528,103,subjects,1,1,51,0,1,0,0,1,0,1,0,0,59e65d85c0d35a0001295175,5,1,2,-1,51.8536370133555,-0.0162161749762458,-1,-1,0,99999,99999,0,99999,99999,0,1,0,99999,0,99999,99999,99999,205,10,3,2,99999,0,99999,1,-99,-99,-99,0,0,0,0,-99,9,0,1,1,9,99999,99999,-99,7,99999,99999,99999,99999,1,2,8,0,99999,0,99999,0,0,2,8,0,99999,0,99999,99999,9,1,0,-99,18,-99,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,3,4,7,1,5,6,2,8,7,2,-1,3,5,5,5,4,1,-99,99999,99999,1,99999,7,3,8,99999,0,1,0,1,1,0,0,0,0,0,0,,99999,7,4,7,7,99999,1,43,5,75,99999,7,0,99999,,0,,0,8,330,,99999,0
260206_1528,105,subjects,1,1,52,0,1,0,0,1,0,0,1,0,5eb53966bcc7ec02d9dab736,5,1,2,-1,53.9858985223365,0.0210246798358386,-1,-1,0,99999,99999,0,99999,99999,0,1,0,99999,0,99999,99999,99999,205,10,3,1,99999,0,99999,1,-99,-99,-99,0,0,0,0,-99,9,0,1,1,5,99999,99999,-99,5,99999,99999,99999,99999,1,2,1,0,99999,0,99999,1,-99,-99,-99,-99,0,0,0,99999,9,1,0,-99,18,-99,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,7,1,6,2,4,3,5,8,4,6,5,5,8,2,8,4,1,0,99999,99999,1,99999,4,2,5,99999,1,1,0,0,0,0,0,0,0,0,0,,99999,5,4,6,5,99999,1,43,4,-1,99999,7,0,99999,,0,,0,6,0,,99999,0
260206_1528,107,subjects,1,1,53,0,1,0,0,1,0,1,0,0,5829f8eed7e5ff0001ff7d8d,5,1,2,-1,53.0526315789474,-0.00287356321839083,-1,-1,0,99999,99999,0,99999,99999,0,1,0,99999,0,99999,99999,99999,205,10,3,2,99999,0,99999,1,-99,-99,-99,0,0,0,0,-99,9,0,2,0,8,99999,99999,-99,8,99999,99999,99999,99999,1,2,8,0,99999,0,99999,2,1,2,1,0,99999,0,99999,99999,9,1,0,-99,18,-99,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,6,7,2,3,1,5,4,8,5,6,5,6,3,8,3,4,1,-99,99999,99999,1,99999,7,1,5,99999,0,1,0,0,0,0,0,0,1,0,0,,99999,7,7,10,6,99999,0,67,4,25,99999,7,0,99999,,0,,0,1,265,I really enjoyed this study thank you,99999,0
260206_1528,109,subjects,1,1,54,0,1,0,0,1,0,0,1,0,55c495d2fdf99b2d6cabb691,5,1,2,-1,50.7403017241379,-0.0222553453947368,-1,-1,0,99999,99999,0,99999,99999,0,1,0,99999,0,99999,99999,99999,205,10,3,2,99999,0,99999,1,-99,-99,-99,0,0,0,0,-99,9,0,1,1,4,99999,99999,-99,8,99999,99999,99999,99999,1,1,1,0,99999,0,99999,0,1,1,1,10,99999,0,99999,99999,9,1,1,-99,18,-99,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,5,2,7,8,6,1,3,4,5,4,4,2,5,4,6,4,1,-99,99999,99999,0,99999,5,1,5,99999,0,0,0,0,1,0,0,0,0,0,0,,99999,2,2,3,10,99999,1,30,5,105,99999,7,0,99999,,0,,0,2,255,no,99999,0
260206_1528,111,subjects,1,1,55,0,1,0,0,1,0,0,1,0,665d5a08c8e61c18498d08c9,5,1,2,-1,52.6454207920792,-0.00884955752212391,-1,-1,0,99999,99999,0,99999,99999,0,1,0,99999,0,99999,99999,99999,205,10,3,1,99999,0,99999,1,-99,-99,-99,0,0,0,0,-99,9,0,2,1,3,99999,99999,-99,8,99999,99999,99999,99999,1,2,1,0,99999,0,99999,1,-99,-99,-99,-99,0,0,0,99999,9,1,0,-99,18,-99,1,-1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,4,7,6,1,2,3,5,8,4,-1,5,4,7,7,5,4,1,-99,99999,99999,1,99999,5,5,6,99999,1,0,0,0,0,0,0,0,0,0,0,,99999,5,6,7,5,99999,1,30,5,85,99999,7,0,99999,,0,,0,3,265,,99999,0
260206_1528,113,subjects,1,1,56,0,1,0,0,1,0,1,0,0,666c50576894ee3e6696af53,5,1,2,-1,50.5287498763845,-0.0113466535295759,-1,-1,0,99999,99999,0,99999,99999,0,1,0,99999,0,99999,99999,99999,0,25,3,1,99999,0,99999,2,3,205,10,99999,99999,0,0,-99,9,0,1,0,9,99999,99999,-99,8,99999,99999,99999,99999,1,2,1,0,99999,0,99999,1,-99,-99,-99,-99,0,0,0,99999,9,1,0,-99,18,-99,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,5,7,2,8,3,6,1,4,8,5,5,6,2,6,8,8,1,-99,99999,99999,0,99999,4,5,5,99999,0,1,0,0,1,1,0,0,0,0,0,,99999,9,8,5,9,99999,0,23,4,45,99999,7,0,99999,,0,,0,3,0,,99999,0
